Dino ID,Slot,Ability Name,Description,Damage,Stamina Cost,Cooldown
chicken,Hide,Loose Down,Heal 20 stamina when hit by an attack. Can only be triggered once every 60 seconds. Does not work while latched.,-,800,60s
chicken,Legs,Pounce,"Latch onto another creature, allowing you to perform attacks and other abilities. Release from the latch by jumping. Will automatically release when out of stamina. Deal 50% less damage while pounced.",-,400,8s
chicken,Tail,Sever Tendon,"A kick attack usable on ground or latched. While latched, it will deal bleed damage. Otherwise, hitting applies the 'Sliced' debuff. Sliced reduces the movement speed of the target by 2%, and stacks up to 5 times. Upon reaching 5 stacks of Sliced, the target gains immunity to any additional Sliced stacks for 5 minutes. Debuff is not applied if used while latched. Costs 7.5 Stamina to use.",50 (+ 0.2 bleed -50% damage latched),500,10s (3s latched)
chicken,Tail,Tail Fan,Activate for a quick forward boost of speed. Costs 5 Stamina to use.,-,250,6s
chicken,Voice,Rat Out,"A call that makes all creatures within 20 meters perform a broadcast call. All affected creatures in your group will gain a 20% increased trot movement speed for 30 seconds. Cannot use while in combat, and deactivates if combat is triggered. Must be in a group to use. Costs 10 Stamina to use.",-,700,300s
chicken,Voice,Mob Rally,A call that increases damage while pounced by 20%. Stacks up to 10 times. Costs 4 Stamina to use.,+20% (while latched),500,60s
chicken,Voice,Distracting Chatter,A call that increases all group members armor by 25% within 50 meters until you are hit for up to 10 seconds. Must be in a group to use.,-,800,3s (30s if interrupted)
eo,Passives,Armored Skull,Take no extra damage from head attacks.,-,FREE,-
eo,Passives,Ironclad,10% increased armor.,-,FREE,-
eo,Head,Head Slam,A slamming headbutt attack that costs stamina and deals high damage. Costs 3 Stamina to use.,85,900,5s
eo,Head,Headbutt,A quick headbutt attack that causes high damage.,55,FREE,1.5s
eo,Head,Block,"Negates damage of an incoming attack if it connects with the head, neck, or front of the body for up to 6 seconds. Uses stamina when activated.",-45% (-90% with Bony Frill),600,3s
eo,Senses,Sharpen Horns,"Sharpen your horns on the ground, increasing damage output by 15% for 60 seconds. Costs 20 Stamina to use.",+15% (+30% with Honed Edge),"1,200",180s
eo,Senses,Horn Lock,Gain a 20% armor increase for 30 seconds for each hit received while using Block. Stacks up to 5 times.,-,600,-
eo,Senses,Frilled Bond,Increases damage by 10% and armor by 10% to yourself and any Ceratopsians in your group within 50 meters. Stacks up to 4 times.,+10% per stack,700,-
eo,Hide,Honed Edge,"Sharpen Horns now has a 90 second cooldown, provides a +30% damage increase, and costs 10 Stamina to use.",-,800,-
eo,Hide,Headstrong,"Attacks that hit your head now provide 2 stacks of 'Headstrong' for 30 seconds. Upon reaching 10 stacks, you grant yourself and all group members within 50 meters a full 'Headstrong' buff that reduces sprinting stamina cost by 100% for 30 seconds. You gain 4 stacks instead of 2 if you were using Block when hit.",-,800,45s
eo,Hide,Bony Frill,Block now uses 50% less stamina and provides 50% damage resistance.,-,800,-
eo,Legs,Strong Legs,Take 60% less knockback and 15% increased Fracture healing.,-,"1,100",-
eo,Legs,Overrun,"Reduces your Charge stamina cost by 50%, and reduces the minimum Stamina required to use Charge to 15.",-,500,-
eo,Legs,Backlash,"When attacked from the rear, automatically retaliate with a tail attack that causes light damage and knockback.","70 (Actually 35, ability is currently bugged and applies damage twice.) + 8 Knockback",800,8s
eo,Back Limb,Charge,"Charge forward in a line at a speed of 1600 for up to 7 seconds, causing damage to anything you hit. Cannot be interrupted by Knockback. Must have a minimum of 30 (one third) Stamina to use. Costs 2 Stamina per second to use.",100,"1,100",75s
dolphin,Passives,Strong Grip,Gain 200% increased armor for 10 seconds. Must be latched to activate. Buff is decaying over time.,-,FREE,-
dolphin,Passives,Nictitating Membrane,"Gain the ability to dive underwater and increases water mobility. See clearer when underwater, during fog, and during rainstorms. Also passively tracks the distance to the nearest fish within 100 meters.",-,FREE,-
dolphin,Passives,Strong Nose,Cannot be knocked off while latched.,-,FREE,-
dolphin,Generic,Bite,A bite attack that causes bleed. Can trigger 'Bloodthirsty' if equipped.,40 + 0.2 Bleed (-50% latched),FREE,1.5s
dolphin,Generic,Pounce,"Latch onto another creature, allowing you to perform attacks and other abilities. Release from the latch by jumping. Will automatically release when out of stamina. Deal 50% less damage while latched.",-,"1,200",10s
dolphin,Head,Thrash,An attack that causes heavy damage and high bleed. Can trigger 'Bloodthirsty' if equipped.,50 + 0.5 Bleed (-50% latched),200,4s
dolphin,Head,Joust,"Wind up a headbutt attack, and release it for a quick forward boost while dealing damage. Inflicts Bleed based on how long it's held. 20% reduced movement speed while winding up. Can trigger 'Bloodthirsty' if equipped. Costs 5 Stamina to use.",65 + 0.4 Bleed,"1,100",7s
dolphin,Senses,Juggernaut,"Your attacks become up to 25% stronger when moving fast and running, also become up to 5% weaker when moving slowly or standing still.",-5,"1,000",-
dolphin,Senses,Frenzy,25% increased stamina recovery when within 50 meters of a bleeding creature.,-,"1,000",-
dolphin,Senses,Braced Impacts,"Successfully landing a Joust attack increases your armor by 2x for 1 second, and restores 3 stamina.",-,"1,100",-
dolphin,Senses,Bloodthirsty,"While landing an attack that deals bleed, heal 15% health over 60 seconds. 50% less effective when Bleeding. Works through combat timer. Can be triggered only once every 90 seconds.",-,"1,200",-
dolphin,Hide,Slippery Scales,"While wet, your bucking is 25% stronger.",-,600,-
dolphin,Hide,Hydrofoil,"After leaving the water and reentering it, you'll gain 20% increased swim speed for 3 seconds. Cannot be triggered from delatching.",-,800,-
dolphin,Tail,Lunge,Lunge forward when in water. Deals no damage. Costs 10 Stamina to use.,-,300,8s
dolphin,Voice,Chatter,Call increasing swim speed of group members by 4% for 60 seconds within 30 meters. Stacks up to 5 times. Can be used solo. Cannot be used while in combat.,-,700,30s
dolphin,Voice,Mob Rally,A call that increases group members' damage while pounced by 20% within 50 meters. Stacks up to 10 times. You must be able to pounce to receive the buff.,+20% while latched,500,
hatz,Passives,Glider,Use less stamina while wings are fully spread in a glide.,-,FREE,-
hatz,Passives,Strong Jaws,12.5% increased bucking resistance.,-,FREE,-
hatz,Generic,Clamp,Bite and hold onto enemies with a combat weight of 2100 or less to carry them around for as long as your stamina allows. Holding onto the creature will slowly drain your stamina by 0.25 per second. Can be used flying. Costs 8 Stamina to use.,1,600,7s
hatz,Head,Peck,A quick peck attack. Restore 2 Stamina per second for 5 seconds for every attack you inflict. Deals no damage to grounded targets while flying.,60 while landed 50 to aerial targets while flying,FREE,1.5s
hatz,Head,Peck Barrage,A quick attack that hits 3 times and increases in power with each hit. Can only be used while grounded. Gain 50% increased knockback resistance while active.,"40, 46, 52",500,4s
hatz,Senses,Flock Mob,Increase your and all grouped flyers' attack damage by 10% and armor by 10% within 50 meters. Stacks up to 2 times. Each grouped flyer in range will grant you a stack. Can be used solo.,0.1,800,-
hatz,Senses,Corpse Stealer,"Passively tracks dinosaur carcasses within 250 meters. Gain 25% increased eating speed. While on the ground, gain 25% slower hunger drain. While on the ground and within 50 meters of a player's corpse, gain 30% increased turn rate. Eating another player's corpse grants the 'Ravenous' health recovery buff for 30 seconds, healing 1% of total health per second for a total of 30% of max health. Activates only once every 4 minutes. Healing is reduced if bleeding. Works through combat timer.",-,"1,000",240s
hatz,Senses,Forceful Blows,50% increased attack knockback.,-,700,-
hatz,Front Limb,Flail,"Thrash in a small Area of Effect using your wings, dealing damage and pulling flying players towards you in a 15 meter radius. While airborne, deals no damage or knockback to grounded dinosaurs. Any dinosaur in water, latched on/carried by yourself will not be affected. Increases armor by 25% and makes you immune to impact damage while active. Costs 2 Stamina to use.",50,700,10s
hatz,Front Limb,Barrel Roll,"Quickly dart forward dealing damage and knockback to all flying players in a small Area of Effect of 12 meters. While airborne, deals no damage or knockback to grounded dinosaurs. Any dinosaur in water, latched on/carried by yourself will not be affected. Costs 2 Stamina to use.",50 + 15 Knockback 50 + 22 Knockback with Forceful Blows,700,12s
hatz,Front Limb,Wing Beat,"Deals light damage, scaling with the distance, and heavy knockback to all dinosaurs in front of you. Can apply 'Dazed'. Deals less damage to carried dinosaurs. Any dinosaur in water, latched on/carried by yourself will not be affected. While airborne, deals no damage or knockback to grounded dinosaurs. Not usable in water.","5 + 4 (16) Knockback while landed 10 + 15 Knockback to aerial targets while flying 
5 + 6 (24) Knockback with Forceful Blows 
10 + 22 Knockback with Forceful Blows to aerial targets while flying",400,5s
hatz,Front Limb,Stab,"A high damage peck. Can only be used while grounded. Deals normal and armor piercing damage, counting as 2 hits.",40 + 40 Piercing,300,4s
hatz,Hide,Feathery Hide,"Build up 1 stack of 'Feathery Hide' every 15 seconds, for a maximum of 5 stacks, increasing armor by 5% per stack. Only build up while you are not flying. Quickly decays once flying by 1 stack every 5 seconds.",-,800,-
hatz,Hide,Sky's Shadow,"Gain 30% increased knockback resistance. You and all group members within 50 meters, if flying, will receive 25% less aerial based Area of Effect damage and 50% less impact damage. You need to be in range of group members to receive the buff.",-,"1,000",-
hatz,Hide,Preened Feathers,Use 35% less stamina when flying.,-,800,-
hatz,Legs,Crash Landing,"After landing, increases jump height and reduces sprinting stamina cost by 50% for 10 seconds. Can only be triggered every 60 seconds.",-,400,60s
hatz,Legs,Aerial Mastery,"While in the air, all aerial attacks take 50% less stamina and have reduced cooldowns by 25%.",-,"1,000",-
hatz,Voice,Death Croak,"A call that can be activated while grounded and within 50 meters of a player's corpse. Provides 50% increased stamina recovery, 20% increased armor, and status healing by 50% for 45 seconds. Costs 10 Stamina to use.",-,800,150s
hatz,Voice,Strong Beak,Reduces Clamp cooldown and stamina cost by 50% for 60 seconds.,-,800,180s
hatz,Voice,Rest Stop,"Regenerate 100% of your stamina over 15 seconds. If uninterrupted, jumping, sprinting, and flying consume no stamina for 5 seconds. Ability locks you in place and cannot be used in combat.",-,800,60s
hatz,Voice,Dazing Bellows,"Increases Wing Beat damage by 100%. Your Area of Effect attacks now apply 'Dazed' for 120 seconds. While Dazed, targets have reduced movement speed by 5% and can't use active abilities. Targets can only be Dazed every 40 seconds. Costs 5 Stamina to use.",-,800,180s
iggy,Passive,Bipedal,"Pressing the crouch button will instead raise you up onto 2 legs into a bipedal stance. While bipedal, gain increased turning speed and +20% stamina recovery.",-,Free,-
iggy,Passive,Planted Feet,Negate all knockback while bipedal.,-,800,-
iggy,Generic,Thumb Barrage,A quick attack that increases in power with each hit. Forces you into bipedal stance.,"40, 46, 52",FREE,2.5s
iggy,Senses,Trampling Feet,Gain x3 trample damage. Group members are now immune to your trample damage.,-,700,-
iggy,Senses,Retaliate,"While bipedal, deal 20% increased damage for 2 seconds after being hit with an attack.",0.2,700,-
iggy,Senses,Family Chorus,"Increase stamina recovery by 10% when note grouped. While grouped, you and each Hadrosaur within 50 meters gain 10% stamina recovery. Stacks up to 4 times.",-,800,-
iggy,Front Limb,Running Start,Gain x2 acceleration while not bipedal.,-,800,-
iggy,Front Limb,Quadrapedal,"Deal 20% increased damage while not bipedal. Applies to Charge, Back Kick, Tail Attack, and Arm Slam (despite this ability being only usable from bipedal stance).",0.2,700,-
iggy,Front Limb,Block,"Negates 50% damage of an incoming attack if it connects with the head, neck, or body. Can hold for up to 4 seconds. Costs 5 Stamina to use + 0.5 Stamina per second. Forces you into bipedal stance.",-50%,600,3s
iggy,Front Limb,Arm Slam,"While standing bipedal, slam your arms down to inflict armor piercing damage. Cannot be interrupted by Knockback.",80 Piercing + 20 Fracture,800,5s
iggy,Hide,Thick Scutes,Improves health recovery rate by 20%.,-,800,-
iggy,Hide,Second Wind,Gain 150% increased stamina recovery for 8 seconds after receiving a hit in combat.,-,"1,200",8s
iggy,Hide,Resilient Scales,Increases bleed and venom healing by 20%.,-,800,-
iggy,Legs,Hero's Stand,Landing any attack against an enemy will give you 1 stack of 'Heroic' that lasts 5 seconds. Reaching 3 stacks 'Heroic' will apply 'Hero's Stand' to all group members within 50 meters that increases their attack damage by 25% for 20 seconds. Additional applications of 'Hero's Stand' will refresh the duration.,0.25,800,-
iggy,Legs,Gauntlets,Improves armor by 20% while bipedal.,-,800,-
iggy,Legs,Braced Legs,"Reduces uphill slowdown by 50%, increases downhill speed by 5%, and reduces falling damage by 10%.",-,800,-
iggy,Back Limb,Tail Attack,An attack that causes light damage. Causes Knockback.,20 + 6 Knockback,100,4s
iggy,Back Limb,Pivot,Improves turn speed by 30% while bipedal.,-,800,-
iggy,Back Limb,Charge,Charge forward in a line for up to 5 seconds causing damage to anything you hit. Costs 5 Stamina to use + 7.5 Stamina per second.,85,"1,200",20s
iggy,Back Limb,Back Kick,A kick attack that causes high damage. Requires slow movement to use. Costs 10 Stamina to use.,70,800,3.5s
kai,Passives,Nictitating Membrane,"Gain the ability to dive underwater and increases water mobility. See clearer when underwater, during fog, and during rainstorms. Also passively tracks the distance to the nearest fish within 100 meters.",-,FREE,-
kai,Head,Neck Swipe,"Swipe your neck left, right, or forward to deal medium damage and knockback.",40 + 8 Knockback,FREE,1s
kai,Senses,Pod Swimmer,10% decreased swim stamina drain. Reduces Lunge cooldown by 25%.,-,900,-
kai,Senses,Musician,20% faster vocal ability cooldowns.,-,700,-
kai,Senses,Armada,Increase your and all grouped aquatic dinosaurs' attack damage by 10% and armor by 10% within 50 meters. Stacks up to 2 times. Each grouped aquatic dinosaur in range will grant you a stack.,0.1,800,-
kai,Front Limb,Strong Flippers,10% increased stamina regeneration in water. Reduces Lunge stamina cost by 25%.,-,900,-
kai,Front Limb,Fluke Slap,Swing your front flippers around to slap targets. Causes high damage. Must be in water to use. Costs 5 Stamina to use.,70,500,5s
kai,Front Limb,Barrel Roll,Quickly dart forward dealing damage and knockback to all swimming and diving dinosaurs in an 8 meter Area of Effect. Costs 5 Stamina to use.,85 + 15 Knockback,700,12s
kai,Hide,Resilient Scales,"Increases Bleed heal, Fracture heal, Poison heal, Venom heal, and Toxin heal by 20%.",-,800,-
kai,Hide,Beachcomber,Gain 80% increased land speed and 50% stamina regen while on land. Prevents dehydration while on land.,-,"1,100",-
kai,Hide,Healing Presence,Resting or sleeping will increase your and all group members' healing by 25% when within a 10 meter radius. Has no effect when in combat.,-,800,-
kai,Back Limb,Lunge,Lunge forward when in water. Costs 10 Stamina to use.,-,300,8s
kai,Voice,Offensive Calls,Provides two combat-based voice call abilities: Gurgle and Call to Arms. See 'Details' for more information.,-,500,-
kai,Sub-Voice,Gurgle,Increase knockback for your attacks for 60 seconds. This ability can be used if Deafened. Costs Stamina to use.,TBD,-,120s
kai,Sub-Voice,Call to Arms,Increases attack damage by 25% for all group members within 30 meters for 90 seconds. Can apply to yourself while 'Deafened'. Costs Stamina to use.,0.25,-,240s
kai,Sub-Voice,Rumble,Gain Knockback Immunity for yourself and all group members within 50 meters for 45 seconds. Only affects targets in water. Buff ends as soon as the target leaves water. Can apply to yourself while 'Deafened'.,-,-,180s
kai,Voice,Defensive Calls,"Provides three survival-based voice call abilities: Hustle, Rejuvenating Roar, and Rallying Horn. See 'Details' for more information.",-,500,-
kai,Sub-Voice,Hustle,"Increases group members' trotting speeds (ground, water, and air) by 20% within 75 meters for 300 seconds. Can apply to yourself while 'Deafened'.",-,-,300s
kai,Sub-Voice,Rejuvenating Roar,All group members within 30 meters heal status effects 100% faster for 30 seconds. Can apply to yourself while 'Deafened'.,-,-,300s
kai,Sub-Voice,Rallying Horn,Increases armor by 10% for all group members within 30 meters for 90 seconds. Can apply to yourself while 'Deafened',-,-,180s
kentro,Passives,Spiked Hide,Protective spikes that inflict bleed if they are hit with an attack.,1 + 0.15 Bleed,FREE,N/A
kentro,Head,Spit,"Spit on all enemies within 10 meters to weaken their attack damage by 15% for 25 seconds. Stacks up to 2 times. If enemies reach 2 stacks of spit on them, they will become immune to any future Spit attacks for 5 minutes.",-15% per stack,500,60s
kentro,Senses,Spiked Gathering,"Increases reflect damage by 10% for each Stegosaurus, Miragaia, and Kentrosaurus in your group within a 50 meter range. Stacks up to 5 times. You also gain immunity to reflect damage from your group members and 10% increased armor.",-,800,
kentro,Senses,Fresh Blood,Increases attack by 10% when within 50 meters of a bleeding creature.,0.1,"1,000",-
kentro,Senses,Bloodlust,"All attacks deal 5% less base damage, but gain 20% increased bleed damage.",-5% +20% Bleed,800,-
kentro,Hide,Dense Plates,Increases health recovery rate by 25%.,-,"1,100",-
kentro,Hide,Resilient Spikes,"Increases Bleed, Fracture, Poison, Venom, and Toxin heal by 20%.",-,"1,100",-
kentro,Hide,Regenerative Spines,Spines spent from Puncture will regenerate 25% faster.,-,800,-
kentro,Legs,Long Distance Runner,Reduces running stamina drain by 15%.,-,900,-
kentro,Legs,Counter Turn,"Upon entering combat, gain 50% turning speed for 20 seconds. Has a 2 minute cooldown, cools down when in combat.",-,600,120s
kentro,Legs,Braced Legs,"Reduces uphill slowdown by 50%, increases downhill speed by 5%, and reduces falling damage by 10%.",-,800,-
kentro,Back Limb,Juke,Rapidly turn to face behind you and change your direction. The direction of your turn is based on camera direction. Costs 2.5 Stamina to use.,-,500,10s
kentro,Back Limb,Death Rattle,Rattle spikes to increase damage by 25% for 45 seconds. Costs 15 Stamina to use.,0.25,700,300s
kentro,Tail,Puncture,"Tail attack that will deal low damage and turns you 90 degrees, but will break off one of your tail spines and impale it into your target. Punctured enemies will suffer increased bleed damage and have reduced bleed heal rate by 5% per stack. Debuff lasts 60 seconds unless refreshed by a new Puncture. Each of your missing tail spines will regrow in 1 minute. The direction of your attack is based on camera direction.",10 + 90° turn,500,1.5s
kentro,Tail,Tail Swing,Charge up the attack and inflict bleed based on how long it's held. The direction of your attack is based on camera direction.,75 + 0.75 Bleed,700,3s
kentro,Tail,Tail Attack,An attack that causes medium damage and low bleed. The direction of your attack is based on camera direction.,40 + 0.4 Bleed,FREE,2s
kentro,Tail,Detonate,"A tail attack in a 4.5 meter radius that converts bleed status effects on the enemy into instant raw damage. If there are no bleed effects on the enemy, it instead only deals very low damage. Costs 5 Stamina to use.",20 + 0-112.5 depending on Bleed,800,8s
lamb,Character Trait,Bipedal,"Pressing the crouch button will instead raise you up onto 2 legs into a bipedal stance. While bipedal, gain increased turning speed and +20% stamina recovery. Provides 2.5x damage boost to Front Kick.",-,FREE,-
lamb,Senses,Musician,20% faster vocal ability cooldowns.,-,700,-
lamb,Senses,Forceful Blows,50% increased attack knockback.,-,700,-
lamb,Senses,Family Chorus,"Increase Stamina recovery by 10% when not grouped. While grouped, you and each Hadrosaur within 50 meters gain 10% stamina recovery. Stacks up to 4 times.",-,300,-
lamb,Front Limb,Kick,A kick attack that causes medium damage. Deal 150% increased damage if in bipedal stance.,30 (75 bipedal),FREE,2s
lamb,Hide,Streamlined,Increases swim speed and swim turning speed by 10%.,-,800,-
lamb,Hide,Protector,"Increases your armor by 10% and all grouped Camptosaurus, Struthiomimus, Kentrosaurus or Pachycephalosaurus armor by 25% within 75 meters.",-,800,-
lamb,Hide,Resilient Scales,Increases bleed and venom healing by 20%.,-,800,-
lamb,Hide,Healing Presence,Resting or sleeping will increase your and all group members healing by 100% when within a 10 meter radius. Has no effect when in combat.,-,800,-
lamb,Legs,Strong Legs,Take 60% less knockback and 15% increased Fracture healing.,-,"1,100",-
lamb,Legs,Shove,"Lunge forward, knocking back enemies. Costs 4 Stamina to use.",20 + 20 Knockback,500,5s
lamb,Legs,Long Distance Runner,Reduces running stamins drain by 15%.,-,"1,100",-
lamb,Legs,Braced Legs,"Reduces uphill slowdown by 50%, increases downhill speed by 5%, and reduces falling damage by 10%.",-,"1,100",-
lamb,Back Limb,Rodeo Kick,A powerful kick that spins in a circle and causes knockback. Cannot be interrupted by Knockback. Costs 10 Stamina to use.,80 + 15 Knockback,500,4s
lamb,Back Limb,Webbed Feet,10% increased swim speed and 50% decreased swim stamina drain.,-,100,-
lamb,Back Limb,Back Kick,A kick attack that causes medium damage. Requires slow movement to use.,50,500,3s
lamb,Tail,Tail Attack,Causes knockback.,20 + 9 Knockback,100,4s
lamb,Tail,Dunking Kick,A kick that deals medium damage and propels you forward. Provides a passive 10% increased swimming speed and 20% increased swim turn speed. Only usable while swimming.,50,500,2s
lamb,Tail,Armored Tail,Damage and status effects inflicted to your tail is dramatically reduced.,-95% to tail,700,-
lamb,Voice,Survival Calls,"Provides three survival-based voice call abilities: Hustle, Guiding Beacon, and Slow Digestion.",-,500,-
lamb,Sub-Voice,Hustle,A call that increases your group's trotting speed by 20% for 5 minutes within 75 meters. Costs 10 Stamina to use.,-,-,300s
lamb,Sub-Voice,Guiding Beacon,"All group members within 75 meters receive significantly reduced damage for 5 minutes. However, affected group members will deal no damage for the duration of this buff. Costs 25 Stamina to use.",-90%,-,300s
lamb,Sub-Voice,Slow Digestion,All group members within 75 meters receive 30% slower food and water drain for 5 minutes. Costs 10 Stamina to use.,-,-,150s
lamb,Voice,Healing Calls,"Provides three healing-based voice call abilities: Healing Call, Primal Mend, and Rejuvenating Roar.",-,500,-
lamb,Sub-Voice,Primal Mend,A call that increases your healing rate by 2x for 60 seconds. Healing is reduced if bleeding. Works through combat timer. Can apply to yourself while 'Deafened'. Costs 12 Stamina to use.,-,-,180s
lamb,Sub-Voice,Healing Call,A call that grants a health restoration buff to all party members within 30 meters for 60 seconds. Healing is reduced if bleeding. Works through combat timer. Applies only to Herbivores. Can apply to yourself while 'Deafened'.,-,-,300s
lamb,Sub-Voice,Rejuvenating Roar,All group members within 30 meters heal status effects twice as quickly for 60 seconds. Can be used solo. Applies only to Herbivores. Can apply to yourself while 'Deafened'. Costs 15 Stamina to use.,-,-,300s
lamb,Voice,Combat Calls,"Provides three combat-based voice call abilities: Call to Arms, Rallying Horn, and Blaring Cry.",-,500,-
lamb,Sub-Voice,Call To Arms,Apply a 25% attack damage increase for all group members within 30 meters for 90 seconds. Costs 25 Stamina to use.,0.25,-,300s
lamb,Sub-Voice,Rally Horn,Apply a 25% armour increase for all group members within 30 meters for 90 seconds. Costs 25 Stamina to use.,-,-,180s
lamb,Sub-Voice,Blaring Cry,All enemies within 30 meters deal 25% reduced damage for 90 seconds. Costs 25 Stamina to use.,-25%,-,240s
laten,Passives,Moonlight Hunter,Gain 15% increased damage and 7.5% increased movement speed during night.,-,FREE,-
laten,Passives,Strong Grip,Gain 200% increased armor for 5 seconds. Must be latched to activate. Buff is decaying over time.,-,FREE,-
laten,Head,Raptor Strikes,"A quick attack that increases in power with each hit. Deals increased damage while latched. Stacks up to 5 times, each stack increasing damage by +35%, stacks last 30 seconds.",7-54.25 (-25% latched),500,1s
laten,Head,Mangle,"A bite attack that deals bleed damage to the target. While latched, this attack becomes a powerful attack that costs 2 Stamina to use.",30 + 0.4 Bleed (90 damage -50% while latched),300,5s (1.5s while latched)
laten,Head,Bite,Causes medium damage.,40 (-50% latched),FREE,1s
laten,Senses,Skittish,Reduces Pounce's cooldown time by 50%,-,800,-
laten,Senses,Nocturnal,Increases stamina recovery by 50% during the night.,-,800,-
laten,Senses,Bloodlust,"All attacks deal 5% less base damage, but 20% increased bleed damage.",-5% +20% Bleed,800,-
laten,Hide,Scatter,Leap high into the air when detaching from pounced enemies.,-,300,-
laten,Hide,Revitalize,"While low on health, gain dramatically increased health recovery until health is healed to 25%.",-,800,-
laten,Hide,Night Stalker,"Gain 30% increased bleed, venom, poison, and toxin heal rate during night.",-,900,-
laten,Legs,Ripping Kick,"Lunge forward, dealing medium bleed damage. Costs 4 Stamina to use.",30 + 0.3 Bleed,500,3s
laten,Legs,Puncture,A kick attack that can be used only while pouncing. Lowers bleed heal of the target by 20% and increases bleed damage for 60 seconds. Stacks up to 2 times.,30 (-50% latched),300,15s
laten,Legs,Pounce,"Latch onto another creature, allowing you to perform attacks and other abilities. Release from the latch by jumping. Will automatically release when out of stamina. Deal 50% damage while latched.",-,400,12s
laten,Legs,Leaping Start,"After crouching for 10 seconds, sprint forward to gain a 50% speed boost for 10 seconds. Only usable out of combat, and will disable upon entering combat.",-,800,-
laten,Tail,Tail Fan,Activate for a quick forward boost of speed. Costs 5 Stamina to use.,-,250,6s
laten,Tail,Moon Runner,Sprinting requires 25% less stamina during nighttime.,-,800,-
laten,Tail,Featherweight,Survive any fatal fall. Leaves you with 1 health. Can only be triggered every 30 seconds.,-,250,30s
laten,Voice,Mob Rally,A call that increases damage while pounced by 20% to group members within 50 meters for 30 seconds. Stacks up to 10 times. Costs 4 Stamina to use.,+20% while latched,500,60s
laten,Voice,Lord of Terrors,"A call usable only during the night that removes 10% of stamina from all creatures within 100 meters, and reduces their damage by 10% for 30 seconds if the target is not in combat already. Costs 5 Stamina to use.",-,200,240s
laten,Voice,Hiss,Reduces incoming damage by 50% for 60 seconds. Costs 5 Stamina to use.,-50%,500,240s
laten,Voice,Call of the Night Terrors,Every Latenivenatrix in your group gains 15% increased stamina recovery and 15% increased damage for 1 minute. Stacks up to 10 times. Can only be used during night. Costs 12.5 Stamina to use.,0.15,1000,120s
meg,Head,Heavy Bite,A high damage attack.,80,400,7s
meg,Head,Viper Strikes,Fast attack that causes light damage and venom.,35 + 0.4 Venom,FREE,1s
meg,Senses,Twilight Menace,Gain 20% increased stamina regeneration during night.,-,700,-
meg,Senses,Nictitating Membrane,See clearer underwater.,-,450,-
meg,Senses,All For One,"Gain 8% increased damage, which stacks up to 5 times, and 10% increased health recovery rate when in a group with other carnivores of 3 token size or less. Health recovery does not stack.",+8% per stack,"1,000",-
meg,Hide,Toxic Immunity,Become immune to venom and poison damage.,-,700,-
meg,Hide,Streamlined,Increases swim speed and swim turning speed by 10%.,-,900,-
meg,Legs,Dive,Become able to dive underwater. Increases oxygen by 300%. Stamina recovers in water when not sprinting.,-,"1,600",-
meg,Back Limb,Webbed Feet,Increases swim speed by 10% and decreases swim stamina drain by 20%.,-,300,-
meg,Back Limb,Leap,"Increases jump height by 50%, improves control mid-air by 3x, and decreases fall damage.",-,"1,200",-
meg,Voice,Toxic Scream,Increases outgoing venom damage by 100% for 60 seconds. Costs 25 Stamina to use.,+100% Venom,1000,300s
metri,Passive,Twilight Menace,20% increased stamina regeneration during night.,-,FREE,-
metri,Passive,Noxious,"Gain 'Noxious' stack(s) when you consume mushrooms, noxious meat, or carrion. These stacks can be used to trigger effects on specific abilities. Stacks up to 20 times. Each stack decays every 120 seconds. You are able to eat mushrooms even while not hungry.",-,FREE,-
metri,Head,Bite,Causes low damage. Deal 15% increased damage at night.,25 (28.75 at night),FREE,0.5s
metri,Head,Toxin Bite,Deals Toxin and medium damage. Further increases effects if you have at least one 'Noxious' stack. Consumes a stack of 'Noxious' on hit. Costs 2.5 Stamina to use.,35 + 0.2 Toxin (49 + 0.28 Toxin with Noxious stacks),800,2s
metri,Head,Noxious Frenzy,"Reset all your ability cooldowns, excluding this one. Needs at least 10 'Noxious' stacks to be usable. Consumes all 'Noxious' stacks.",-,600,240s
metri,Senses,Toxic Presence,Increases Toxin damage by 35%. Increases Poison damage by 35%.,-,700,-
metri,Senses,Prowler,"While it is day, increases damage resistance by 10%. While it is night, decreases land sprinting stamina cost by 15%.",-,800,-
metri,Senses,Musician,20% faster vocal ability cooldowns.,-,700,-
metri,Front Limb,Claw Attack,A claw attack that causes medium damage. Deal 15% increased damage at night.,40 (46 at night),200,1.1s
metri,Front Limb,Toxin Slash,A claw attack that causes high damage. Deals toxin damage if you have a stack of 'Noxious'. Consumes a stack of 'Noxious' on hit. Costs 2.5 Stamina to use.,40 (+ 0.4 Toxin with Noxious stacks),"1,000",2s
metri,Front Limb,Claw Barrage,A low damaging attack that increases by 25% for every hit you land. Costs 1.5 Stamina to use.,"18, 22.5, 27, 31.5 (99 total per barrage)",500,4.5s
metri,Hide,Resilient Scales,20% increased bleed and venom healing. Further increases effects to 40% if you have at least one 'Noxious' stack.,-,800,-
metri,Hide,Putrid Scales,Attackers take 0.25 Poison damage. Needs at least one 'Noxious' stack to be active.,Reflect 1.5 damage and 0.25 Poison damage,"1,100",-
